fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality_value,quality
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,Good
6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8,Good
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,Good
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,Good
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,Good
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,Good
6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,Good
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8,Good
6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8,Good
7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8,Good
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,Good
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,Good
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,Good
7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8,Good
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,Good
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,Good
8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8,Good
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,Good
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,Good
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8,Good
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,Good
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,Good
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8,Good
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,Good
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8,Good
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,Good
6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8,Good
5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,Good
5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8,Good
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,Good
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,Good
5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8,Good
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,Good
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,Good
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,Good
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,Good
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,Good
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,Good
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,Good
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,Good
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,Good
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,Good
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,Good
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,Good
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,Good
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,Good
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8,Good
6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8,Good
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,Good
7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8,Good
5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8,Good
6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8,Good
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8,Good
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,Good
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,Good
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,Good
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,Good
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8,Good
6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8,Good
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8,Good
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,Good
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,Good
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,Good
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,Good
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,Good
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,Good
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,Good
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,Good
5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8,Good
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,Good
6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8,Good
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8,Good
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,Good
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,Good
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,Good
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,Good
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,Good
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,Good
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,Good
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,Good
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,Good
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,Good
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,Good
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8,Good
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,Good
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8,Good
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8,Good
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,Good
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8,Good
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,Good
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8,Good
3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,8,Good
5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8,Good
10,0.9,0.81,41.8,0.182,172.2,226.2,1.02149,3.26,0.99,10.6,8,Good
10.4,1.09,1.03,42.6,0.281,150.7,265.3,1.02265,3.46,1.07,10.3,8,Good
13.4,0.29,1.1,51,0.42,138.3,287.5,1.03496,3.42,1.09,11,8,Good
13.5,1.11,1.43,40.4,0.052,152.6,320.4,1.02028,2.88,1.78,12.4,8,Good
10.8,1.18,1.06,44.1,0.344,226.5,337.5,1.01344,3.36,1.2,13.1,8,Good
11.9,1.29,1.36,28.8,0.253,196.5,300.3,1.03018,2.91,1.6,11.8,8,Good
12.8,0.75,0.92,34.7,0.185,245.3,224.1,1.01933,3.25,1.3,11.9,8,Good
10.1,1.11,1.33,23.7,0.338,140.8,265.7,1.03097,3.43,1.07,12.1,8,Good
13.5,1.14,0.87,31.4,0.218,212.2,225.6,1.01335,2.9,1.53,11.4,8,Good
12.4,0.88,1.49,44.7,0.215,224.7,246.5,1.01918,3.16,1.3,11.9,8,Good
9.6,1.12,1.55,45.1,0.276,198.9,203.1,0.99894,3.27,1.13,11.9,8,Good
11.2,1.28,1.07,34.4,0.188,167.3,366.9,1.01731,3.24,1.3,12.6,8,Good
11.5,1.17,1.21,40.7,0.093,100.8,150.1,1.01583,3.27,1.41,10.3,8,Good
13.2,0.96,0.66,52.7,0.444,145.3,402.1,1.01635,2.98,1.64,10.7,8,Good
8.9,0.37,1.38,29.2,0.275,124.5,277.4,1.02536,3.39,1.03,10.8,8,Good
10.3,0.89,0.92,44.6,0.279,135.2,177.8,1.02258,3.33,0.98,11.4,8,Good
11.5,0.87,0.7,51.5,0.221,144.3,285,1.01833,3.05,0.77,10.8,8,Good
13.8,0.81,0.87,52.6,0.315,142.1,321.7,1.01786,3.53,1.34,10.6,8,Good
13.7,0.69,0.42,39.3,0.214,226.7,257.6,1.01045,3.11,0.94,10.4,8,Good
12.5,0.4,1.12,32.2,0.338,146,212,1.0133,3.14,1.65,10.5,8,Good
10.4,1.25,0.78,34,0.194,180.8,166.5,1.01193,2.99,1.45,11.3,8,Good
10.1,0.91,1.12,48.6,0.251,162.2,256.6,1.01319,3.19,1.04,10.5,8,Good
8.1,1.1,1.11,42.3,0.228,170,353.6,1.01061,3.12,1.31,12.9,8,Good
5.9,1.21,1.03,55.6,0.374,217.5,306.8,1.00404,3.31,1.13,11.7,8,Good
12,1.06,1.39,49.1,0.453,258.1,314.1,1.01346,3.08,1.02,10.4,8,Good
7.9,0.79,1.12,36.6,0.256,136.5,344,1.01096,3.16,1.24,13.4,8,Good
11.8,0.96,0.88,29.4,0.246,200.2,226.7,1.01148,3.15,1.3,10.7,8,Good
10.5,0.34,0.68,49.3,0.213,161.4,254.9,1.01724,2.97,1.19,12.8,8,Good
11.9,0.84,0.82,30.9,0.279,197.5,326.4,1.01422,2.99,1.4,10.2,8,Good
8.4,0.65,1.48,37.7,0.148,77.1,193.7,1.00841,3.52,1.44,11.3,8,Good
6.5,1.04,0.77,54.9,0.268,170.9,321.2,1.01585,3.25,1.26,13.6,8,Good
9.7,0.58,1.17,39.9,0.262,73,274.4,1.02105,3.37,0.94,13.5,8,Good
8.2,1.11,0.85,38,0.176,171.1,334.2,1.01009,3.28,1.11,12.5,8,Good
10.4,1.08,1.17,36.1,0.092,162,362.1,1.00073,3.2,1.68,12.4,8,Good
13.5,0.76,1.23,38.4,0.275,157.2,137.1,1.01133,3.09,1.55,11.5,8,Good
10.2,0.8,0.99,40.6,0.252,199.3,296.6,1.01455,3.37,0.9,12.4,8,Good
9,0.78,0.96,41.7,0.181,115.1,260,1.01593,2.99,1.16,13.7,8,Good
10.9,0.87,1.14,46.2,0.268,108.4,343.2,1.01838,3.19,1.21,12.1,8,Good
11.5,0.99,0.96,39.2,0.337,243.2,288.1,1.02302,3.24,1.49,11.9,8,Good
11.8,1.19,0.73,37.4,0.134,246.4,265.3,1.02436,3.01,1.12,10.4,8,Good
11.4,1.07,1.03,49.3,0.345,235.3,371.3,1.01529,3.21,0.88,12.2,8,Good
10.8,1.06,1.33,40.6,0.159,158.3,101.6,1.01964,3.31,0.86,9.9,8,Good
11.6,1.21,1.09,31.4,0.133,204.8,252.1,1.01635,3,1.28,11.4,8,Good
11,1.01,1.38,47,0.228,241.9,304.2,1.00762,3.12,1.46,9.7,8,Good
11.4,1.31,0.98,46.5,0.237,220.8,201.3,1.03115,2.98,1.82,11.8,8,Good
8.7,0.94,0.94,47.7,0.15,227.5,349.3,1.00939,3.35,0.99,10,8,Good
9.2,1.17,0.64,40.2,0.143,212.9,322,1.02369,3.37,0.99,12.3,8,Good
12.5,1.15,1.34,43.6,0.273,123.1,265.5,1.01977,3.16,1.51,10.5,8,Good
9.9,1.37,1.05,47.3,0.21,144.7,249.5,1.01779,3.05,1.22,10.8,8,Good
12.8,0.88,1.37,50.4,0.143,179.9,113,1.01212,3.01,0.94,10,8,Good
10.6,0.87,0.86,34.2,0.228,191.3,169,1.01541,3.09,0.89,10.2,8,Good
12.2,1.45,1.11,36.8,0.25,259.1,404.2,1.01247,3.27,1.31,11,8,Good
12.4,1.14,0.86,46.7,0.18,245.4,330.5,1.00505,3.4,1.6,11.6,8,Good
12,1.24,1.1,47.1,0.341,208.6,210.2,1.02866,2.81,0.95,11.5,8,Good
8.1,0.88,1.09,39.3,0.31,185.9,252.2,1.01691,3.18,0.99,11.9,8,Good
9.5,1.13,1.2,35.5,0.125,203.4,133,1.01323,3.21,1.23,10.2,8,Good
13.7,1.34,0.84,51.4,0.21,224.4,279.2,1.00683,2.89,1.03,11.5,8,Good
7.6,1.06,1.04,50.4,0.304,221.5,358.8,1.01579,3.33,1.19,12.2,8,Good
12.6,0.99,1.37,23.7,0.393,219.7,169.9,1.02096,3.54,1.4,10.1,8,Good
13.5,1.24,0.88,24.7,0.213,189.1,164.5,1.01557,2.95,0.79,12.2,8,Good
10.4,0.98,1.24,41.4,0.407,195.6,295.7,1.00871,3.07,1.47,12.1,8,Good
12.3,1.13,0.67,42.1,0.341,216,339.7,1.00343,3.2,1.04,10.9,8,Good
13.5,0.95,0.94,48.8,0.299,146.8,312.5,1.03437,2.97,1.76,10.9,8,Good
10.9,0.95,1.16,42.4,0.432,165.1,304.3,1.01931,3.29,1.35,11.4,8,Good
6.7,1.29,0.58,46.8,0.221,107.3,251.8,1.01497,2.96,0.87,11.1,8,Good
9.8,0.86,1.28,46.1,0.285,113.1,383.6,1.0171,3.16,1.18,11.8,8,Good
13.6,0.63,1.22,43.2,0.304,246.7,340.4,1.00167,3.18,1.6,12.4,8,Good
11.1,1.13,0.85,41.6,0.276,205.5,336.7,1.01967,2.91,1.03,10.7,8,Good
12.3,0.94,1.24,38.1,0.233,212.7,303.4,1.02142,2.98,1.41,11.4,8,Good
13.1,1.21,1.12,31.9,0.243,201.9,186.8,1.02384,3.24,1.15,11.6,8,Good
11.1,1.06,1.23,48.9,0.183,139.7,383.6,1.02589,2.96,1.38,11.7,8,Good
11.2,1.1,0.77,54.5,0.263,126.9,328.6,1.01334,3.36,0.99,11.4,8,Good
12.5,1.17,1.05,48.6,0.296,202.4,371.1,1.01886,2.94,1.23,12.3,8,Good
12.6,0.52,0.75,55.4,0.415,150.4,297.8,1.01988,3.31,0.66,11.3,8,Good
10.4,0.76,0.68,35.5,0.285,130.7,292.4,1.02328,2.93,1,11.8,8,Good
12.2,0.65,1.15,53.7,0.361,220.7,301.2,1.02385,3.46,1.48,12.7,8,Good
12.7,1.43,0.82,49.4,0.17,244.7,274,1.01285,3.03,0.87,11.6,8,Good
11.4,1.13,1.06,43.9,0.279,208.4,253.1,1.01326,3.17,1.05,10.2,8,Good
9.3,0.92,1.21,44.2,0.3,186.3,333.1,1.01937,3.29,1.25,10.5,8,Good
11.4,1.42,1.31,52.1,0.245,244.7,257.9,1.01664,2.95,1.2,10.6,8,Good
9.6,0.85,1.12,43,0.239,122.2,265.3,1.00849,3.26,1.16,12.2,8,Good
14.2,0.89,0.97,50.9,0.356,192.3,307.7,1.0113,2.93,1.44,10.9,8,Good
8.9,1.32,0.68,43.5,0.316,172.4,278,1.02835,3.07,1.09,11.8,8,Good
9.1,0.88,0.71,43.4,0.289,93.2,254.1,1.02407,3.28,1.16,12.7,8,Good
9.4,0.74,0.96,51.8,0.197,122.4,270.2,1.00765,3.04,1.08,12.4,8,Good
10.4,1.18,1.22,34,0.156,210.8,310.2,1.00936,3.08,1.57,12,8,Good
13.6,1,1.17,55.1,0.428,78.7,256.7,1.0242,3.36,0.87,10.3,8,Good
9.9,1.16,1.16,19.6,0.062,185.9,269.3,1.02563,2.97,1.34,12.2,8,Good
10.8,1.2,0.41,39.1,0.25,256.5,395.8,1.01636,3.11,1.58,11.4,8,Good
10.5,1.01,1.27,58.1,0.406,112.2,384.5,1.03219,3.33,0.93,10.3,8,Good
12.6,1.29,0.82,49.7,0.181,212.6,339.5,1.00614,3.2,1.13,11.5,8,Good
8.2,0.63,1.01,52.1,0.128,165.8,388.4,1.013,3.24,1.27,11.9,8,Good
11.7,1.23,1.08,48.6,0.29,205.6,244.7,1.01623,3.53,0.8,11,8,Good
9.2,0.97,1.59,34.7,0.174,176,395.5,1.01452,3.45,1.41,13.8,8,Good
12.6,0.7,1.17,27.3,0.146,92.3,283.1,1.01963,3.23,1.73,13.5,8,Good
11.3,1.04,1.27,43.1,0.423,232.3,280.6,1.02499,3.5,1.2,11.5,8,Good
10,0.69,1.32,38.5,0.384,181.2,287.7,1.0103,3.1,1.59,12.6,8,Good
12.8,1.11,1.09,31.8,0.168,205.5,222.4,1.01285,2.97,1.46,11,8,Good
13.6,1.38,0.9,42.3,0.377,189.3,185.8,1.00959,3.01,1.32,11,8,Good
8.9,0.53,1.14,38.7,0.195,176.3,299.8,1.02082,3.2,1.3,11.5,8,Good
11.3,0.69,1.01,45.2,0.262,145.1,318.7,1.02211,3,1.01,13,8,Good
9.3,0.99,0.98,53,0.274,213.5,316.9,1.01025,3.06,1.24,10.7,8,Good
14,1.07,0.58,52.3,0.258,209.8,285.9,1.01048,2.86,1.61,9.9,8,Good
10.7,1.33,1.36,40.8,0.197,210.2,334.1,1.00911,3.17,1.57,10.5,8,Good
8.7,0.73,0.92,33.5,0.3,164.2,171.1,1.02697,3.2,1.55,11.8,8,Good
11.7,0.69,0.79,30.5,0.127,126.4,218.7,1.00933,3.21,1.84,12.2,8,Good
9,1.12,0.82,34.5,0.301,128.4,304.6,1.02039,3.22,1.09,12.4,8,Good
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,Great
6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9,Great
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9,Great
6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,9,Great
7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,Great
11.6,1.13,1.21,43.8,0.399,83.9,216.9,1.01285,3.29,1.21,10.2,9,Great
14.4,1.33,0.85,33.6,0.247,231.3,229.5,1.02603,3.14,0.68,10.9,9,Great
14.1,1.16,1.27,45.9,0.327,124,347.6,1.02018,2.95,1.12,10.3,9,Great
9.5,1.01,0.87,48.3,0.219,195.1,397.6,1.02272,3.04,1.3,13.1,9,Great
10.6,0.47,0.9,22.2,0.263,179,365.3,1.01828,3.2,1.26,12.5,9,Great
11.5,1.01,1.29,49.4,0.369,137.2,345.4,1.02644,3.05,1.2,12,9,Great
12.1,0.45,0.75,44.4,0.081,211.3,381.8,1.02233,3.17,0.44,11.9,9,Great
8.7,0.97,0.89,28.8,0.158,131.9,252.2,1.01742,3.18,1.18,11.5,9,Great
11.2,0.72,0.76,39.1,0.298,189.1,240.7,1.01702,3.35,1.15,11.8,9,Great
11.4,0.66,1.1,26.8,0.054,97.8,331.8,1.0139,2.92,1.27,12.8,9,Great
8.4,1.15,1.21,49.3,0.298,145,329.8,1.02148,3.09,1.43,10.7,9,Great
11.3,1.27,1.37,35.3,0.228,212.1,230.4,1.01831,3.1,0.93,11.3,9,Great
10.4,1.1,1.28,47.9,0.177,190.9,165.2,1.0214,2.94,1.32,10,9,Great
11.2,0.93,0.82,42.7,0.236,133.8,334.5,1.01541,3.4,0.93,11.1,9,Great
13.7,0.98,0.95,43.3,0.298,188.3,267.3,1.00823,3.34,1.73,12.2,9,Great
12.2,0.65,0.87,45.5,0.18,203,305.6,1.01623,3.28,0.94,11.1,9,Great
10.8,0.77,0.93,29.9,0.358,197.9,257.1,1.0036,3.06,1.39,12.9,9,Great
10.7,0.81,0.94,41,0.426,195.9,253.6,1.0167,3.08,1.03,13.1,9,Great
13.4,0.99,1.01,45.2,0.258,220.6,231.7,1.0148,3.03,1.09,8.9,9,Great
6.7,1.32,1.09,52.6,0.332,162,193.8,1.01916,2.93,1.15,11.8,9,Great
12.5,0.79,0.7,39.8,0.365,172.1,257.2,1.01308,3.43,0.9,9.6,9,Great
8.9,1.2,0.91,36.1,0.096,236.9,287.4,1.03079,2.94,0.86,11.1,9,Great
10.9,1.14,0.78,37.3,0.2,191,322.6,1.01819,3.33,1.1,10.9,9,Great
11.5,1.19,0.94,44.7,0.34,119.9,323.2,1.01227,3.26,1.24,10.5,9,Great
6.2,1.04,0.92,19.4,0.188,120.6,294.8,1.01299,3.12,1.66,12.9,9,Great
8,0.54,1.4,58.7,0.382,69.1,168.5,1.02732,3.26,0.92,11.7,9,Great
10.4,1.02,1.35,49.6,0.152,171.5,321.8,1.01968,2.84,1.37,12.7,9,Great
11.2,1.08,1.14,46.7,0.221,189.2,309.6,1.02788,2.96,1.62,13,9,Great
8.8,1.05,0.9,36.8,0.232,171.3,223.3,1.02577,3.26,1.21,11.8,9,Great
13,1.26,0.82,30,0.322,179.6,316.5,1.01158,3.1,1,10.7,9,Great
9.9,0.77,0.91,51.7,0.221,196.3,312.8,1.00564,3.21,1.4,11.5,9,Great
14.7,0.77,1.08,31,0.384,86.8,238.1,1.01895,3.18,1.02,9.6,9,Great
10.9,0.49,1.01,47.9,0.254,119.2,279,1.01372,3.3,1.46,10.9,9,Great
10,1.02,0.88,38.9,0.329,170.1,226.7,1.02471,3.06,1.02,11.4,9,Great
8,1.07,0.72,38.8,0.221,226.3,238.3,1.0118,3.32,1.28,12.2,9,Great
11.1,0.87,1.28,40.3,0.205,165.4,142.1,1.01348,3.16,1.04,10.6,9,Great
9.7,0.77,1.23,40,0.125,206.3,174.3,1.01925,3.04,1.23,12.2,9,Great
12.1,1.09,0.67,37.5,0.256,128.4,311.9,1.02747,2.91,1.36,11.9,9,Great
13.7,0.89,1.22,35.5,0.27,205.9,262.2,1.01934,3.04,1.23,10.2,9,Great
12.4,0.69,0.7,40,0.258,137.5,271.2,1.01671,3.01,1.78,10.9,9,Great
9.6,1.1,1.19,48.3,0.309,207,283.9,1.01502,2.89,1.35,11.7,9,Great
13.2,1.06,0.72,45.9,0.381,214.6,352.5,1.0099,3.26,1.5,11.5,9,Great
12.6,0.91,1.27,37.1,0.431,137.3,229.8,1.0114,3.16,1.72,10.8,9,Great
9.6,0.71,1.05,41.6,0.233,148.2,229,1.0164,2.87,1.45,13,9,Great
13.3,1.25,1.35,54.7,0.42,131.2,255.6,1.01706,3.13,0.61,9.7,9,Great
9.6,1.15,0.97,56.1,0.305,186.3,216.3,1.01529,3.14,0.66,9.4,9,Great
10,0.81,1.16,31.8,0.344,206.9,204.1,1.01656,3.12,1.01,12,9,Great
12.4,0.43,1.29,37.2,0.237,149.6,348.1,1.00086,3.3,1.09,11.6,9,Great
11.1,1.02,1.46,57.6,0.362,211.8,377.7,1.0187,3.35,1.28,12.1,9,Great
6,1.1,1.19,46.3,0.307,139,372,1.02439,3.25,1.36,12.7,9,Great
8.1,0.78,0.61,29.2,0.173,190.3,119.6,1.01274,3.16,1.69,11.9,9,Great
10.8,1.05,0.81,36.1,0.29,193,311.5,1.02531,2.98,1.17,13.3,9,Great
11.1,0.88,0.83,23.4,0.203,126.2,168,1.02722,3.17,1.34,11.2,9,Great
12.9,0.65,1.12,48.6,0.17,150.2,203.9,1.01563,3.04,1.12,12.1,9,Great
10.5,0.5,0.68,41.4,0.237,229.7,172.2,1.01471,3.1,0.95,11.6,9,Great
12.7,0.47,1.25,53.7,0.181,182.1,323.2,1.02599,2.98,1.28,10.4,9,Great
11,0.84,0.5,44.9,0.11,111.9,208.1,1.00187,3.18,1.27,12,9,Great
10.7,1.23,1.09,53.7,0.364,184.1,301.8,1.03068,2.85,1.03,11.6,9,Great
7.2,0.78,1.11,28.8,0.178,118.9,335.2,1.00791,3.02,1.07,12.7,9,Great
11.3,1.19,1.39,49.1,0.349,218.8,298.1,1.01845,3.14,1.28,11,9,Great
6.5,1.18,1.01,28.4,0.222,189.3,209,1.02209,2.93,1.09,12.6,9,Great
13.5,1.1,1.09,51.2,0.115,186.4,207.7,1.01642,2.97,1.33,11.5,9,Great
11.5,1.14,0.75,51.9,0.201,139.3,288.6,1.0175,3.43,1.24,11.3,9,Great
11.5,1.08,1.14,38.8,0.308,112.1,230.5,1.01471,3.55,0.84,10.4,9,Great
10.9,0.53,1.21,43,0.277,249.2,386.6,1.01698,3.06,1.19,11.3,9,Great
10.9,0.25,0.8,51.2,0.43,100,225.3,1.01887,3.18,1.01,11,9,Great
11.6,0.52,0.73,43.6,0.257,131.8,270.4,1.02301,3.23,0.93,11.4,9,Great
12.7,0.99,1.12,36.2,0.19,137,314.9,1.01188,3.12,1.43,11.3,9,Great
7.2,1.08,1.03,47.5,0.1,164.1,275.9,1.02441,3.16,1.18,13.5,9,Great
13,1.27,1.17,45.9,0.29,224.6,373,1.01495,3.39,1.47,10.5,9,Great
11,0.91,1.19,35.9,0.295,138.2,322.4,1.01945,3.3,1.08,11.8,9,Great
14.4,0.69,0.78,30.9,0.166,151.1,313.8,1.01872,2.92,1.37,11.2,9,Great
